Year,Month,DayPeriod,Type,Operator,Location,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity,latitude,longitude,geocoded_info
1994,Mar,Night,Douglas DC-3C,Salair,"Spokane, Washington",Land,North America,United States,Unknown,Unknown,Washington,Unknown,Unknown,No,Take,2,0,2,None Survived,47.6571934,-117.42351,
1994,Mar,Morning,Grumman G-73T Turbo Mallard,Chalk's International Airlines,"Key West, Florida",Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Unknown,2,0,2,None Survived,24.5548262,-81.8020722,
1994,Mar,Unknown,Britten-Norman BN-2A-21 Trislander,Aurukun Air Services,"Weipa, Australia",Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived,-12.6386641,141.8710861,
1994,Mar,Unknown,Cessna 650 Citation VI,Orion - Air Taxi," Bogota, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived,4.653384,-74.0836332,
1994,Jun,Evening,Boeing Vertol Chinook HC-2 (helicopter),Military - Royal Air Force," Campbeltown, Scotland",Land,Europe,Scotland,Unknown,Unknown,Unknown,Human Error,Fog,No,Unknown,29,0,29,None Survived,55.4241858,-5.6051005,
1994,Mar,Night,Airbus A310-304,Aeroflot Russian International Airways," Mezhdurechensk, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,75,0,75,None Survived,53.6863763,88.0703443,
1994,Mar,Afternoon,GD F-16D / Lockheed C-130E,Military - U.S. Air Force / Military U.S. Air Force," Fayetteville, North Carolina",Land,North America,United States,Unknown,Unknown,North Carolina,Unknown,Unknown,No,Landing,7,23,0,All Survived,35.0525759,-78.878292,
1994,Apr,Afternoon,Bell 206B3,Air Taxi - El Aero Services Inc.,"Lamoille, Nevada",Land,North America,United States,Unknown,Unknown,Nevada,Weather,Rain,No,Take,5,0,5,None Survived,40.7279826,-115.478392,
1994,Apr,Afternoon,Saab 340B,KLM Cityhopper,"Amsterdam, Netherlands",Land,Europe,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,24,0,3,Partial Survived,52.3730796,4.8924534,
1994,Apr,Unknown,de Havilland Canada DHC-6 Twin Otter 300,TAME,"Ambato, Ecuador",Land,South America,Ecuador,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived,-1.2422413,-78.6287594,
1994,Apr,Unknown,Dassault Falcon 50,Rwanda Gnment,"Kigali, Rwanda",Land,Africa,Rwanda,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,12,0,12,None Survived,-1.8859597,30.1296751,
1994,Apr,Morning,Sikorsky UH-60 / Sikorsky UH-60,Military - U.S. Army / Military U.S. Army,Northern Iraq,Land,Unknown,Northern Iraq,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,26,0,26,None Survived,36.3813948,43.1329532,
1994,Apr,Unknown,Britten Norman BN-2A-21 Trislander,Dirgantara Air Services,"Nanga Pinoh, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,11,0,11,None Survived,-0.3316049,111.7370026,
1994,Apr,Evening,Airbus A300B4-622R,China Airlines (Taiwan)," Komaki, Aichi, Japan",Land,Asia,Japan,Unknown,Unknown,Aichi,Unknown,Unknown,No,Landing,271,0,264,Partial Survived,35.3066073,136.934098,
1994,Apr,Night,Piper PA-31-350 Navajo,Action Airlines,"Stratford, Connecticut",Land,North America,United States,Unknown,Unknown,Connecticut,Weather,Fog,No,Landing,9,0,8,Partial Survived,41.1923646,-73.1304917,
1994,Apr,Afternoon,Cessna 208 Caravan I,Lineas Aereas de los Libertadores," El Rosa, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,8,Partial Survived,0.9084341,-77.7069549,
1994,May,Unknown,Embraer 110 Bandeirante,Rico Taxi Aero,"Sao Gabriel, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,16,0,8,Partial Survived,-30.334214,-54.3227149,
1994,May,Morning,Pilatus Britten-Norman BN-2B-27 Islander,Arall,"Loma Linda, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,11,0,4,Partial Survived,9.8330548,-73.7885558,
1994,May,Morning,Douglas DC-3 (C-53D-DO),Transoriente Colombia," Villavicencio, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,29,0,7,Partial Survived,4.1114594,-73.4967836,
1994,Aug,Afternoon,de Havilland DHC-2,Air Taxi - Uyak Air Services Inc.,"Kodiak, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,7,0,6,Partial Survived,57.7901661,-152.4067073,
1994,Jun,Morning,Tupolev TU-154M,China Northwest Airlines," Xi'an, China",Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,160,0,160,None Survived,34.261004,108.9423363,
1994,Jun,Evening,Swearingen SA.226TC Metro II,Aerolineas Cuahonte," Uruapan, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,9,0,9,None Survived,19.4147269,-102.0522647,
1994,Jun,Morning,Learjet 25D,TAESA,"Chantilly, Virginia",Land,North America,United States,Unknown,Unknown,Virginia,Weather,Unknown,No,Landing,12,0,12,None Survived,38.885219,-77.4486772,
1994,Jun,Afternoon,Fokker F-27 Friendship 500F,Merpati Nusantara Airlines,"Mount  Kalora, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,12,0,12,None Survived,-0.9578676,119.7496049,
1994,Jun,Evening,de Havilland DHC-3,Air Taxi - Sun Western Flyers Inc.,"Jeneau, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,10,0,9,Partial Survived,64.4459613,-149.680909,Matched: Alaska
1994,Jun,Evening,Fokker F-27 Friendship 400M,Air Ivorie,"Abidjan, Ivory Coast",Land,Africa,Ivory Coast,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,17,0,17,None Survived,5.320357,-4.016107,
1994,Jun,Unknown,Antonov AN-32,Military - Dostum-Galboddin Militia," Logar, Afghanistan",Land,Asia,Afghanistan,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,70,0,50,Partial Survived,34.0653595,69.160172,
1994,Jun,Evening,Airbus A330-321,Airbus Industrie,"Toulouse-Blagnac, France",Land,Europe,France,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Take,7,0,7,None Survived,43.629978,1.3608099,
1994,Jul,Morning,Fokker F-28 Fellowship 4000,Air Mauritanie," Tidjika, Mauritania",Land,Africa,Mauritania,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,93,0,80,Partial Survived,20.2540382,-9.2399263,Matched: Mauritania
1994,Jul,Evening,McDonnell Douglas DC-9-30,USAir,"Charlotte, North Carolina",Land,North America,United States,Unknown,Unknown,North Carolina,Weather,Unknown,No,Landing,57,0,37,Partial Survived,35.2272086,-80.8430827,
1994,Jul,Afternoon,Piper PA-32-301,Air Taxi - Peninsula Airways,"Portage Creek, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,3,0,3,None Survived,58.903513,-157.6779226,
1994,Jul,Afternoon,Aerospatiale AS350D,Air Taxi - Papillion Helicopters Ltd.,"Hanalei, Hawaii",Land,North America,United States,Unknown,Unknown,Hawaii,Weather,Rain,No,Landing,7,0,3,Partial Survived,22.2029937,-159.4956949,
1994,Jul,Night,Britten-Norman BN-2B-26 Islander,Air Martinique," Fort de France, Martinique",Land,Unknown,Unknown,Unknown,Unknown,Martinique,Unknown,Unknown,No,Landing,6,0,6,None Survived,14.6027962,-61.0676724,
1994,Jul,Unknown,Yakovlev 40D,Sankuru Air Service,"Boma, Democratic Republic of Congo",Land,Unknown,Unknown,Unknown,Unknown,Democratic Republic of Congo,Unknown,Unknown,No,Unknown,9,0,5,Partial Survived,-5.85,13.05,Matched: Boma
1994,Jul,Unknown,Embraer 110P1 Bandeirante,Alas Chiricanas,"Colon, Panama",Land,North America,Panama,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,21,0,21,None Survived,9.3553005,-79.8974085,
1994,Jul,Unknown,Sikorsky S-58ET,Airfast Services,"East Kalimantan, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived,0.7884397,116.2419977,
1994,Aug,Morning,Antonov AN-12,Military - Russian Air Force," Boda, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,47,0,47,None Survived,56.6851526,53.2818271,
1994,Aug,Morning,Airbus A300B4-622R,Korean Airlines,"Cheju, South Korea",Land,Asia,South Korea,Unknown,Unknown,Unknown,Human Error,Unknown,No,Landing,160,0,0,All Survived,33.4887737,126.4987083,
1994,Aug,Evening,de Havilland DHC-2,Air Taxi - Talon Air Services Inc.,"Alsworth, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,Unknown,3,0,3,None Survived,60.2029778,-154.3191843,
1994,Aug,Night,Bell 206L-4,Air Taxi - National Helicopters,"Whiting, New Jersey",Land,North America,United States,Unknown,Unknown,New Jersey,Unknown,Unknown,No,En Route,3,0,3,None Survived,39.9545613,-74.3784815,
1994,Aug,Morning,Piper PA-32-260,Air Taxi - Lake Clark Air Inc.,"Kenai, Alaska",Land,North America,United States,Unknown,Unknown,Alaska,Mechanical,Rain,No,Landing,4,0,3,Partial Survived,60.5544444,-151.258333,
1994,Aug,Unknown,Aerospatiale ATR-42-300,Royal Air Maroc," Agadir, Morocco",Land,Africa,Morocco,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,44,0,44,None Survived,30.4205162,-9.5838532,
1994,Sep,Evening,Boeing B-737-3B7,USAir," Aliquippa, Pennsylvania",Land,North America,United States,Unknown,Unknown,Pennsylvania,Weather,Rain,No,Landing,132,0,132,None Survived,40.6102386,-80.267726,
1994,Sep,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,Aerocontroctors - Charter," Abuja, Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,5,0,3,Partial Survived,9.0643305,7.4892974,
1994,Sep,Morning,de Havilland Canada DHC-6 Twin Otter 100,PacifiCoastal Airlines,"Fish Egg Inlet, Canada",Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,3,Partial Survived,51.622264,-127.7778121,
1994,Sep,Morning,BAC One-Eleven 515FB,Oriental Airlines,"Tamanrasset, Algeria",Land,Africa,Algeria,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,39,0,5,Partial Survived,24.3753438,4.3208436,
1994,Sep,Evening,Lockheed L-100-30 Hercules,Heavylift Cargo Airlines,"Kowloon Bay, Hong Kong",Watery,Asia,Hong Kong,Gulf,"Kowloon Bay,",Unknown,Unknown,Unknown,No,Unknown,12,0,6,Partial Survived,22.3231377,114.2141235,
1994,Sep,Evening,Yakovlev YAK-40,Cheremshanka Airlines," Vanavera, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,28,0,28,None Survived,64.6863136,97.7453061,Matched: Russia
1994,Sep,Unknown,Douglas C-47D,TAM Paraguay,"Bahia Negra, Paraguay",Land,South America,Paraguay,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,27,0,1,Partial Survived,-20.2308712,-58.1690716,
1994,Sep,Unknown,Rockwell 1121B Jet Commander,Radeair,"Buenos Aires, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,9,0,8,Partial Survived,-7.7218931,-35.326587,
1994,Sep,Morning,Antonov AN-8,Arsenyev Aviation Production Association,"Chaibukha, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,20,0,8,Partial Survived,64.6863136,97.7453061,Matched: Russia
1994,Dec,Morning,Douglas DC-3,SL Aviation Services,"Lobito, Angola",Land,Africa,Angola,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived,-12.3506867,13.5464318,
1994,Oct,Afternoon,Antonov AN-32B,SELVA,"Mitu, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,10,0,10,None Survived,1.2538499,-70.2345576,
1994,Oct,Night,Fokker F-28 Fellowship 1000,Iran Asseman Airlines,"Krakas Mountains,  Natanz , Iran",Land,Asia,Iran,Unknown,Unknown,Natanz,Unknown,Unknown,No,Unknown,66,0,66,None Survived,33.5071275,51.9135547,Matched: Natanz
1994,Oct,Night,Lockheed C-130E,Military - Brazilian Air Force," Formoso do Aragala, Brazil",Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,21,0,21,None Survived,-10.3333333,-53.2,Matched: Brazil
1994,Oct,Unknown,Mil Mi-8MountainV (helicopter),Military - Angolan Air Force," Cuito, Angola",Land,Africa,Angola,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,22,0,22,None Survived,-12.3831319,16.9425484,
1994,Oct,Unknown,Antonov AN-2,Yakutavia,"Batagaj, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Take,19,0,7,Partial Survived,67.654907,134.635071,
1994,Oct,Night,Antonov AN-12BP,Aeronica," Ust'-Ilimsk, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,23,0,23,None Survived,57.959473,102.734192,
1994,Oct,Afternoon,ATR-72-212,American Eagle,"Roselawn, Indiana",Land,North America,United States,Unknown,Unknown,Indiana,Weather,Rain,No,Unknown,68,0,68,None Survived,41.151458,-87.2856621,
1994,Nov,Unknown,Bell 212,Transportes Aereos Pegaso," Cozumel, Mexico",Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Unknown,No,En Route,14,0,14,None Survived,20.4320599,-86.9206906,
1994,Nov,Unknown,de Havilland Canada DHC-6 Twin Otter 100,Trigana Air Service," Nabire, Indonesia",Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived,-3.360285,135.5023653,
1994,Nov,Unknown,Yakovlev YAK-40,SA Amazonica,"Saposa, Peru",Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,30,0,6,Partial Survived,-5.5849988,154.7071398,Matched: Saposa
1994,Nov,Night,Beechcraft C99,Ameriflight,"Avenal, California",Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,En Route,1,0,1,None Survived,36.0041223,-120.1290272,
1994,Nov,Morning,Britten Norman BN-2A Trislander,Southwest Air,Papua New Guinea,Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,7,0,7,None Survived,-5.6816069,144.2489081,
1994,Nov,Night,McDonnell Douglas DC-9-82 / Cessna 441,Trans World Airlines / Private,"Bridgeton, Missouri",Land,North America,United States,Unknown,Unknown,Missouri,Weather,Fog,No,Take,142,0,2,Partial Survived,38.7566055,-90.42352,
1994,Nov,Unknown,Mil Mi-17 (helicopter),Military - Angolan Air Force," Cuito, Angola",Land,Africa,Angola,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,22,0,22,None Survived,-12.3831319,16.9425484,
1994,Dec,Morning,Boeing B-747-200,Philippine Air Lines,Pacific Ocean,Watery,Unknown,Unknown,Ocean,Pacific Ocean,Unknown,Unknown,Unknown,No,Landing,293,0,1,Partial Survived,-0.703107,-120.9375,
1994,Dec,Evening,Cessna 402C,Air Taxi - Ryan Air Service,"Elim, Alaksa",Land,Unknown,Unknown,Unknown,Unknown,Alaksa,Weather,Rain,No,En Route,5,0,5,None Survived,64.6178042,-162.2624238,Matched: Elim
1994,Dec,Evening,British Aerospace Jetstream 3201,American Eagle,"Morrisville, North Carolina",Land,North America,United States,Unknown,Unknown,North Carolina,Mechanical,Rain,No,Landing,20,0,15,Partial Survived,35.824341,-78.8300321,
1994,Dec,Morning,Douglas C-47A-10-DK,Servivensa,"Cerro Aicha, Venezuela",Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,7,Partial Survived,8.0018709,-66.1109318,Matched: Venezuela
1994,Dec,Afternoon,de Havilland Canada DHC-6 Twin Otter 200,Missionary Aviation Fellowship,"Papua, New Guinea",Land,Unknown,Unknown,Unknown,Unknown,New Guinea,Unknown,Unknown,No,Unknown,28,0,28,None Survived,-5.5226203,142.0871194,
1994,Dec,Morning,Boeing 737-2D6C,Phoenix Aviation,"Coventry, England",Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,5,0,5,None Survived,52.4081812,-1.510477,
1994,Dec,Evening,Airbus A300B2-1C,Air France,"Algiers Airport, Algeria",Land,Africa,Algeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,239,0,3,Partial Survived,36.7014097,3.2293305,
1994,Dec,Afternoon,Boeing B-737-4Y0,Turkish Airlines (THY)," Van, Turkey",Land,Europe,Turkey,Unknown,Unknown,Unknown,Weather,Snow,No,Landing,76,0,57,Partial Survived,38.3249599,43.6589825,
1995,Jan,Evening,Lockheed 1329 Jetstar 8,Military - Iranian Air Force,"Isfahan, Iran",Land,Asia,Iran,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,12,0,12,None Survived,32.6707877,51.6650002,
1995,Jan,Unknown,de Havilland Canada DHC-6 Twin Otter 300,Merpati Nusantara Airlines," Flores Island, Inodnesia",Land,Unknown,Unknown,Unknown,Unknown,Inodnesia,Weather,Unknown,No,En Route,14,0,14,None Survived,49.3229927,-126.1560368,Matched: Flores Island
1995,Jan,Evening,McDonnell Douglas DC-9-14,Intercontinental de Aviacion,"Cartagena, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,52,0,51,Partial Survived,10.4265566,-75.5441671,
1995,Jan,Evening,Cessna 208B Caravan I Super Cargomaster,Empire Airlines,"Flagstaff, Arizona",Land,North America,United States,Unknown,Unknown,Arizona,Weather,Rain,No,Take,1,0,1,None Survived,35.1987522,-111.651822,
1995,Jan,Night,Learjet 35,Canada Jet Charters,"Masset, British Columbia, Canada",Land,North America,Canada,Unknown,Unknown,British Columbia,Unknown,Unknown,No,Unknown,5,0,5,None Survived,54.0124473,-132.1452236,
1995,Jan,Evening,Cessna 208B Caravan I Super Cargomaster,West Air,"Pleasanton, California",Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Landing,1,0,1,None Survived,37.6624312,-121.8746789,
1995,Jan,Night,Cessna 172N,Air Taxi - Coastal Airways Inc.,"Blyn, Washington",Land,North America,United States,Unknown,Unknown,Washington,Weather,Rain,No,Unknown,4,0,3,Partial Survived,48.0216921,-123.0057095,
1995,Jan,Evening,Bell 206B,Air Taxi - Wolfe Air Aviation Ltd.,"Los Angeles, CA",Land,Unknown,Unknown,Unknown,Unknown,CA,Weather,Fog,No,Unknown,4,0,2,Partial Survived,34.0536909,-118.242766,
1995,Jan,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,Royal Nepal Airlines,"Kathmandu, Nepal",Land,Asia,Nepal,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,24,0,2,Partial Survived,27.708317,85.3205817,
1995,Jan,Evening,Let 410UVP,Abakan Airlines," Krasnoyarsk, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,19,0,3,Partial Survived,56.0091173,92.872586,
1995,Jan,Unknown,Dassault Falcon 20E,Leadair - Charter,"Le Bourget, France",Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived,48.9351403,2.4258354,
1995,Jan,Evening,Aerospatiale ATR-72,Transasia Airways,"Kuei Shan Hsiang, Taiwan",Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,4,0,4,None Survived,23.9739374,120.9820179,Matched: Taiwan
1995,Feb,Afternoon,Piper PA-31-350 Navajo,Las Vegas Airlines," Tusayan, Arizona",Land,North America,United States,Unknown,Unknown,Arizona,Weather,Rain,No,Landing,10,0,8,Partial Survived,35.9735954,-112.126556,
1995,Feb,Evening,McDonnell Douglas DC-8-63F,ATI,"Kansas City, Missouri",Land,North America,United States,Unknown,Unknown,Missouri,Weather,Rain,No,Take,3,0,3,None Survived,39.100105,-94.5781416,
1995,Mar,Unknown,Antonov 26B,Aeroflot,"Ossora, Russia",Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,10,0,9,Partial Survived,59.2975701,162.5215525,
1995,Mar,Morning,Cessna 208B Caravan I Super Cargomaster,Union Flights,"Reno, Nevada",Land,North America,United States,Unknown,Unknown,Nevada,Unknown,Unknown,No,Landing,1,0,1,None Survived,39.5261206,-119.8126581,
1995,Mar,Afternoon,Beech Queen Air B80,Kiwi West Aviation," Hamilton, New Zealand",Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,6,0,6,None Survived,-37.7878809,175.281788,
1995,Mar,Morning,Airbus A310-324,Transporturile Aeriene Romane (TAROM)," Balotesti, Romania",Land,Europe,Romania,Unknown,Unknown,Unknown,Weather,Snow,No,Take,60,0,60,None Survived,46.4016758,27.3135004,
1995,Apr,Evening,Learjet C-21A,Military - U.S. Air Force," Alexander City, Alabama",Land,North America,United States,Unknown,Unknown,Alabama,Unknown,Unknown,No,En Route,8,0,8,None Survived,32.944012,-85.9538532,
1995,Apr,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,Bristow Helicopters,"Lagos, Nigeria",Land,Africa,Nigeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,9,0,1,Partial Survived,6.4550575,3.3941795,
1995,Apr,Evening,Pel Air,IAI 1124 Westwind,"Alice Springs, Australia",Land,Oceania,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived,-23.6983884,133.8812885,
1995,Apr,Unknown,Hawker Siddeley HS-748-357/2B SCD,Military - Sri Lanka Air Force," Palaly AFB, Sri Lanka",Land,Asia,Sri Lanka,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,52,0,52,None Survived,7.5554942,80.7137847,Matched: Sri Lanka
1995,May,Afternoon,Swear. SA-227CC Metro 23/Piper Navajo,Bearskin Airlines / Air Sandy,"Sioux Falls, Ontario, Canada",Land,North America,Canada,Unknown,Unknown,Ontario,External,Unknown,No,Landing,8,0,8,None Survived,49.3358934,-94.0888232,
1995,May,Night,Grumman Gulfstream II,American Jet,"Quito, Ecuador",Land,South America,Ecuador,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,7,0,7,None Survived,-0.2201641,-78.5123274,
1995,May,Afternoon,Curtiss C-46F,ADES Colombia,"Cerro San Jeronimo, Colombia",Land,South America,Colombia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,9,0,9,None Survived,5.380295,-74.1138612,
1995,May,Unknown,Lockheed C-130E Hercules,Military - U.S. Air Force," Boise, Idaho",Land,North America,United States,Unknown,Unknown,Idaho,Unknown,Unknown,No,Take,6,0,6,None Survived,43.6166163,-116.200886,
